1358442177116, 2013-01-17, 18:02:57:116, [wp_site:SCM Lab; wp_post:1; user:krejcar.zbynek], 95.91.115.12, seek_start: 26.518627166748047   26.26, Mozilla/5.0 (Windows NT 6.2, WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358785278779, 2013-01-21, 17:21:18:779, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 193.23, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785281638, 2013-01-21, 17:21:21:638, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 2.84   2.8, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785282650, 2013-01-21, 17:21:22:650, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 210.83, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785283415, 2013-01-21, 17:21:23:415, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 211   211, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785283979, 2013-01-21, 17:21:23:979, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 237.19, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785365530, 2013-01-21, 17:22:45:530, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 283.64   283.48, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785366489, 2013-01-21, 17:22:46:489, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 253.68, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785369386, 2013-01-21, 17:22:49:386, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 254.441247   254.28, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785369705, 2013-01-21, 17:22:49:705, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 247.3, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785372067, 2013-01-21, 17:22:52:67, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 248.440907   248.28, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785372441, 2013-01-21, 17:22:52:441, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 239.91, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785385154, 2013-01-21, 17:23:05:154, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 248.760385   248.68, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785385705, 2013-01-21, 17:23:05:705, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 234.09, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785401624, 2013-01-21, 17:23:21:624, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [add_annotation; content:{"question":"Wann wird ein Graph Eulersch genannt?";"answ":[{"id":"answ0";"answ":"Wenn er eine Eulersche Tour enthält."};{"id":"answ1";"answ":"Wenn er zwei Eulerschen Touren enthält."};{"id":"answ2";"answ":"Wenn er drei Eulerschen Touren enthält."}]}, time:245.480861], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785402157, 2013-01-21, 17:23:22:157, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [ass_start], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785503542, 2013-01-21, 17:25:03:542, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, seek_start: 0   0, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785503654, 2013-01-21, 17:25:03:654, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, videos/7_scm_jit.webm seek_end: 7.21, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785510533, 2013-01-21, 17:25:10:533, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, seek_start: 10.039653   10.04, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785510668, 2013-01-21, 17:25:10:668, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, videos/7_scm_jit.webm seek_end: 633.22, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785514212, 2013-01-21, 17:25:14:212, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, seek_start: 634.733083   634.6, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785514356, 2013-01-21, 17:25:14:356, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, videos/7_scm_jit.webm seek_end: 651.24, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785518500, 2013-01-21, 17:25:18:500, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, seek_start: 652.731201   652.6, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785518660, 2013-01-21, 17:25:18:660, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, videos/7_scm_jit.webm seek_end: 0, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785522064, 2013-01-21, 17:25:22:64, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 311.72009   311.48, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785522623, 2013-01-21, 17:25:22:623, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 266.47, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785522796, 2013-01-21, 17:25:22:796, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, seek_start: 0.73136   0.6, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785522899, 2013-01-21, 17:25:22:899, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, videos/7_scm_jit.webm seek_end: 644.93, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785523384, 2013-01-21, 17:25:23:384, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 267.161269   267.02, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785523679, 2013-01-21, 17:25:23:679, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 255.88, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785524640, 2013-01-21, 17:25:24:640, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 256   256, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785524833, 2013-01-21, 17:25:24:833, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 245.56, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785525197, 2013-01-21, 17:25:25:197, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, seek_start: 645.732222   645.53, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785525264, 2013-01-21, 17:25:25:264, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [ass_start], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785525355, 2013-01-21, 17:25:25:355, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, videos/7_scm_jit.webm seek_end: 1.8, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785533705, 2013-01-21, 17:25:33:705, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 289.401292   289.4, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785533784, 2013-01-21, 17:25:33:784, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 265.48, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785534770, 2013-01-21, 17:25:34:770, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 266.560725   266.56, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785534879, 2013-01-21, 17:25:34:879, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 250.96, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785539709, 2013-01-21, 17:25:39:709, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [add_annotation; content:{"question":"Wie klingt die notwendige Bedingung von Leonhard Euler?";"answ":[{"id":"answ0";"answ":"Sei G ein Eulerscher Graph; dann ist der Grad jedes Knoten ungerade."};{"id":"answ1";"answ":"Sei G ein Eulerscher Graph; dann ist der Grad jedes Knoten gerade."}]}, time:251.400362], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785540242, 2013-01-21, 17:25:40:242, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [ass_start], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785544748, 2013-01-21, 17:25:44:748, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, [add_annotation; content:{"question":"Wie klingt die notwendige Bedingung von Leonhard Euler?";"answ":[{"id":"answ0";"answ":"Sei G ein Eulerscher Graph; dann ist der Grad jedes Knoten ungerade."};{"id":"answ1";"answ":"Sei G ein Eulerscher Graph; dann ist der Grad jedes Knoten gerade"}]}, time:251.438843], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785545277, 2013-01-21, 17:25:45:277, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, [ass_start], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785554905, 2013-01-21, 17:25:54:905, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 251.831843   251.83, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785554992, 2013-01-21, 17:25:54:992, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 426.56, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785555929, 2013-01-21, 17:25:55:929, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 427.361405   427.12, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785555433, 2013-01-21, 17:25:55:433, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 252.040022   252.04, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785556024, 2013-01-21, 17:25:56:24, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 375.4, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785555512, 2013-01-21, 17:25:55:512, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 326.66, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785556696, 2013-01-21, 17:25:56:696, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 328.040022   328, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785556775, 2013-01-21, 17:25:56:775, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 359.85, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785557752, 2013-01-21, 17:25:57:752, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 360.680544   360.56, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785557871, 2013-01-21, 17:25:57:871, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 368.84, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785558568, 2013-01-21, 17:25:58:568, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 369   369, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785558671, 2013-01-21, 17:25:58:671, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 379.9, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785559431, 2013-01-21, 17:25:59:431, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 380.520952   380.36, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785559534, 2013-01-21, 17:25:59:534, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 387.5, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785560624, 2013-01-21, 17:26:00:624, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 388.43941   388.28, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785560718, 2013-01-21, 17:26:00:718, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 391.65, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785594417, 2013-01-21, 17:26:34:417, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, seek_start: 64.667596   64.47, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785594531, 2013-01-21, 17:26:34:531, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, videos/7_scm_jit.webm seek_end: 0, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785595707, 2013-01-21, 17:26:35:707, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, seek_start: 0.533015   0.53, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785595819, 2013-01-21, 17:26:35:819, [wp_site:Gruppe 3b; wp_post:1; user:richter.leona.anortha], 141.46.229.2, videos/7_scm_jit.webm seek_end: 33.33, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785682431, 2013-01-21, 17:28:02:431, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 443.24   443.24, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785682535, 2013-01-21, 17:28:02:535, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 374.02, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785703417, 2013-01-21, 17:28:23:417, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 382.71848   382.6, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785703521, 2013-01-21, 17:28:23:521, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 384.39, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785706357, 2013-01-21, 17:28:26:357, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, seek_start: 387.32   387.24, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785707628, 2013-01-21, 17:28:27:628, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 394.77, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785716022, 2013-01-21, 17:28:36:22, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, seek_start: 411.600362   411.6, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785716101, 2013-01-21, 17:28:36:101, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 387.5, Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785729387, 2013-01-21, 17:28:49:387, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, [add_annotation; content:{"question":"Ist das sog. ''Haus-des-Nikolaus'' eulersch?";"answ":[{"id":"answ0";"answ":"Ja."};{"id":"answ1";"answ":"Nein."}]}, time:397.68], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785729919, 2013-01-21, 17:28:49:919, [wp_site:Gruppe 2a; wp_post:1; user:vomelova.martina], 141.46.229.7, [ass_start], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785735528, 2013-01-21, 17:28:55:528, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [add_annotation; content:{"question":"Ist das sog. ''Haus-des-Nikolaus'' Eulersch?";"answ":[{"id":"answ0";"answ":"Ja."};{"id":"answ1";"answ":"Nein."}]}, time:397.640226], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785736064, 2013-01-21, 17:28:56:64, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [ass_start], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358785785372, 2013-01-21, 17:29:45:372, [wp_site:Gruppe 2a; wp_post:1; user:otavova.kristyna], 141.46.229.8, [open_popcorn], Mozilla/5.0 (Windows NT 5.1, rv:10.0.2) Gecko/20100101 Firefox/10.0.2
1358788753919, 2013-01-21, 18:19:13:919, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, seek_start: 2.220555067062378   2.02, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788754114, 2013-01-21, 18:19:14:114, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 19.96, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788756032, 2013-01-21, 18:19:16:32, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, seek_start: 21.052461624145508   21.04, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788756204, 2013-01-21, 18:19:16:204, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 43.26, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788758167, 2013-01-21, 18:19:18:167, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, seek_start: 45.2960090637207   45.27, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788758297, 2013-01-21, 18:19:18:297, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 59.89, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788760168, 2013-01-21, 18:19:20:168, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, seek_start: 61.359031677246094   61.12, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788760379, 2013-01-21, 18:19:20:379, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 86.51, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788778262, 2013-01-21, 18:19:38:262, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, [add_annotation, content:Netzwerkproblem, time:94.10198211669922], Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788823427, 2013-01-21, 18:20:23:427, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, [add_annotation; content:Netzwerkproblem; time:95.04139709472656], Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788825901, 2013-01-21, 18:20:25:901, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, seek_start: 95.80965423583984   95.81, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788826070, 2013-01-21, 18:20:26:70, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 143.08, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788828459, 2013-01-21, 18:20:28:459, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, seek_start: 145.43287658691406   145.32, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788828629, 2013-01-21, 18:20:28:629, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 179.68, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788830065, 2013-01-21, 18:20:30:65, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, seek_start: 181.1156463623047   180.92, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788830233, 2013-01-21, 18:20:30:233, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, videos/5_netzwerktheorie_travellingSalesperson.webm seek_end: 202.97, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358788832225, 2013-01-21, 18:20:32:225, [wp_site:Gruppe 6a; wp_post:1; user:havelkova.anna], 88.72.136.125, seek_start: 204.27151489257812   204.2, Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
